Step,Speed_A,Throttle_A,Brake_A,Speed_B,Throttle_B,Brake_B
0,192.9694,100.0,0.0,192.9694,100.0,0.0
1,194.34608,100.0,0.0,194.34608,100.0,0.0
2,195.70523,100.0,0.0,195.70523,100.0,0.0
3,197.04851,100.0,0.0,197.04851,100.0,0.0
4,198.39178,100.0,0.0,198.39178,100.0,0.0
5,199.73508,100.0,0.0,199.73508,100.0,0.0
6,201.04381,100.0,0.0,201.04381,100.0,0.0
7,201.79483,100.0,0.0,201.79483,100.0,0.0
8,202.54585,100.0,0.0,202.54585,100.0,0.0
9,203.29688,100.0,0.0,203.29688,100.0,0.0
10,204.0479,100.0,0.0,204.0479,100.0,0.0
11,204.79892,100.0,0.0,204.79892,100.0,0.0
12,205.53674,100.0,0.0,205.53674,100.0,0.0
13,206.27142,100.0,0.0,206.27142,100.0,0.0
14,207.00807,100.0,0.0,207.00807,100.0,0.0
15,207.97261,100.0,0.0,207.97261,100.0,0.0
16,208.92706,100.0,0.0,208.92706,100.0,0.0
17,209.88152,100.0,0.0,209.88152,100.0,0.0
18,210.83597,100.0,0.0,210.83597,100.0,0.0
19,211.79042,100.0,0.0,211.79042,100.0,0.0
20,212.74486,100.0,0.0,212.74486,100.0,0.0
21,213.70316,100.0,0.0,213.70316,100.0,0.0
22,214.6618,100.0,0.0,214.6618,100.0,0.0
23,214.56027,94.50331,0.0,214.56027,94.50331,0.0
24,213.88084,86.010574,0.0,213.88084,86.010574,0.0
25,213.20143,77.517845,0.0,213.20143,77.517845,0.0
26,212.522,69.02511,0.0,212.522,69.02511,0.0
27,211.81888,60.235977,12.701483,211.81888,60.235977,12.701483
28,211.11568,51.44597,25.440626,211.11568,51.44597,25.440626
29,210.41248,42.65596,38.179768,210.41248,42.65596,38.179768
30,209.70927,33.86595,50.91891,209.70927,33.86595,50.91891
31,209.00607,25.075941,63.658054,209.00607,25.075941,63.658054
32,208.30287,16.285933,76.3972,208.30287,16.285933,76.3972
33,207.59967,7.495924,89.136345,207.59967,7.495924,89.136345
34,206.52837,0.0,100.0,206.52837,0.0,100.0
35,203.32484,0.0,100.0,203.32484,0.0,100.0
36,200.04156,0.0,100.0,200.04156,0.0,100.0
37,196.75368,0.0,100.0,196.75368,0.0,100.0
38,193.46579,0.0,100.0,193.46579,0.0,100.0
39,190.6208,0.0,100.0,190.6208,0.0,100.0
40,187.8489,0.0,100.0,187.8489,0.0,100.0
41,185.07703,0.0,100.0,185.07703,0.0,100.0
42,182.22578,0.0,100.0,182.22578,0.0,100.0
43,179.33307,0.0,100.0,179.33307,0.0,100.0
44,176.91594,0.0,100.0,176.91594,0.0,100.0
45,174.56403,0.0,100.0,174.56403,0.0,100.0
46,172.21211,0.0,100.0,172.21211,0.0,100.0
47,169.8602,0.0,100.0,169.8602,0.0,100.0
48,167.50827,0.0,100.0,167.50827,0.0,100.0
49,165.15636,0.0,100.0,165.15636,0.0,100.0
50,163.4252,0.0,100.0,163.4252,0.0,100.0
51,162.29253,0.0,100.0,162.29253,0.0,100.0
52,161.14128,0.0,100.0,161.14128,0.0,100.0
53,159.99004,0.0,100.0,159.99004,0.0,100.0
54,158.83879,0.0,100.0,158.83879,0.0,100.0
55,157.68755,0.0,100.0,157.68755,0.0,100.0
56,156.42903,0.3806429,100.0,156.42903,0.3806429,100.0
57,155.01147,1.3256873,100.0,155.01147,1.3256873,100.0
58,153.58842,2.2743828,89.87589,153.58842,2.2743828,89.87589
59,152.14372,3.237518,39.712605,152.14372,3.237518,39.712605
60,150.74379,0.0,0.0,150.74379,4.0732036,0.0
61,149.43388,1.0256411,0.0,149.51396,4.424582,0.0
62,148.12093,2.0512822,0.0,148.28108,4.7768326,0.0
63,146.77861,3.0769231,0.0,147.01884,5.1374717,0.0
64,145.4363,4.1025643,0.0,145.7566,5.498111,0.0
65,144.09396,5.1282053,0.0,144.49437,5.85875,0.0
66,142.86673,6.1538463,0.0,143.34723,6.1305556,0.0
67,141.7136,7.179487,0.0,142.27417,6.345167,0.0
68,140.55411,8.205129,0.0,141.19476,6.561048,0.0
69,139.3902,9.230769,0.0,140.11093,6.7778144,0.0
70,138.22629,10.256411,0.0,139.0271,6.9945807,0.0
71,137.80167,11.282051,0.0,138.68256,8.587224,0.0
72,137.396,12.307693,0.0,138.35696,10.215146,0.0
73,136.98892,13.333333,0.0,138.02998,11.850114,0.0
74,136.61165,14.358974,0.0,137.73279,15.74099,0.0
75,136.23738,15.384615,0.0,137.43861,19.85951,0.0
76,135.86313,16.410257,0.0,137.14442,23.978033,0.0
77,135.48886,17.435898,0.0,136.85025,28.096554,0.0
78,135.11461,18.461538,0.0,136.55606,32.215073,0.0
79,134.74051,19.487179,0.0,136.26205,36.33134,0.0
80,134.42685,20.512821,0.0,136.02847,40.0,0.0
81,134.60954,21.538462,0.0,136.29124,40.0,0.0
82,134.79222,22.564102,0.0,136.55402,40.0,0.0
83,134.97491,23.589743,0.0,136.81679,40.0,0.0
84,135.17676,24.615385,0.0,137.09871,40.740345,0.0
85,135.4224,25.641026,0.0,137.42442,43.183216,0.0
86,135.66803,26.666666,0.0,137.75015,45.62609,0.0
87,135.91304,27.692308,0.0,138.07523,48.064213,0.0
88,136.15462,28.717949,0.0,138.39688,50.47666,0.0
89,136.3962,29.74359,0.0,138.71855,52.889107,0.0
90,136.69676,30.76923,0.0,139.0992,55.257908,0.0
91,137.41023,31.794872,0.0,139.89275,57.32116,0.0
92,138.12372,32.820515,0.0,140.68631,59.38441,0.0
93,138.83188,33.846153,0.0,141.47455,61.433838,0.0
94,139.52766,34.871796,0.0,142.25043,63.45109,0.0
95,140.22345,35.897434,0.0,143.02629,65.468346,0.0
96,140.91924,36.923077,0.0,143.80215,67.4856,0.0
97,142.07523,37.94872,0.0,145.03824,69.483185,0.0
98,143.38538,38.974358,0.0,146.42847,71.46923,0.0
99,144.69553,40.0,0.0,147.8187,73.45528,0.0
