Step,Speed_A,Throttle_A,Brake_A,Speed_B,Throttle_B,Brake_B
0,329.4176,100.0,0.0,329.4176,100.0,0.0
1,329.55392,100.0,0.0,329.55392,100.0,0.0
2,329.69028,100.0,0.0,329.69028,100.0,0.0
3,329.82663,100.0,0.0,329.82663,100.0,0.0
4,329.96298,100.0,0.0,329.96298,100.0,0.0
5,329.93347,100.0,0.0,329.93347,100.0,0.0
6,329.84213,100.0,0.0,329.84213,100.0,0.0
7,329.7508,100.0,0.0,329.7508,100.0,0.0
8,329.65945,100.0,0.0,329.65945,100.0,0.0
9,329.56815,100.0,0.0,329.56815,100.0,0.0
10,329.47684,100.0,0.0,329.47684,100.0,0.0
11,329.3858,100.0,0.0,329.3858,100.0,0.0
12,329.29477,100.0,0.0,329.29477,100.0,0.0
13,329.20374,100.0,0.0,329.20374,100.0,0.0
14,329.1127,100.0,0.0,329.1127,100.0,0.0
15,329.02167,100.0,0.0,329.02167,100.0,0.0
16,329.0,99.79333,0.0,329.0,99.79333,0.0
17,329.0,99.52208,0.0,329.0,99.52208,0.0
18,329.0,99.25084,0.0,329.0,99.25084,0.0
19,329.0,98.97959,0.0,329.0,98.97959,0.0
20,329.0,98.70834,0.0,329.0,98.70834,0.0
21,329.0,98.4371,0.0,329.0,98.4371,0.0
22,329.0,98.165855,0.0,329.0,98.165855,0.0
23,329.0,97.89461,0.0,329.0,97.89461,0.0
24,329.0,97.62337,0.0,329.0,97.62337,0.0
25,329.0,97.35212,0.0,329.0,97.35212,0.0
26,329.0,97.08088,0.0,329.0,97.08088,0.0
27,329.0,96.80963,0.0,329.0,96.80963,0.0
28,329.0,96.53838,0.0,329.0,96.53838,0.0
29,329.0,96.25805,42.476242,329.0,96.25805,42.476242
30,328.77084,95.55106,100.0,328.77084,95.55106,100.0
31,326.3339,90.77659,100.0,326.3339,90.77659,100.0
32,323.8969,86.00211,100.0,323.8969,86.00211,100.0
33,321.45993,81.22764,100.0,321.45993,81.22764,100.0
34,319.02298,76.453156,100.0,319.02298,76.453156,100.0
35,316.586,71.67868,100.0,316.586,71.67868,100.0
36,314.1318,66.87048,100.0,314.1318,66.87048,100.0
37,311.41705,61.551754,100.0,311.41705,61.551754,100.0
38,308.70227,56.233025,100.0,308.70227,56.233025,100.0
39,305.98752,50.91429,100.0,305.98752,50.91429,100.0
40,303.27274,45.595562,100.0,303.27274,45.595562,100.0
41,300.55795,40.27683,100.0,300.55795,40.27683,100.0
42,297.8432,34.9581,100.0,297.8432,34.9581,100.0
43,295.12842,29.639368,100.0,295.12842,29.639368,100.0
44,292.41367,24.320637,100.0,292.41367,24.320637,100.0
45,289.69888,19.001905,100.0,289.69888,19.001905,100.0
46,286.98413,13.683174,100.0,286.98413,13.683174,100.0
47,284.26935,8.364443,100.0,284.26935,8.364443,100.0
48,281.5546,3.0457122,100.0,281.5546,3.0457122,100.0
49,278.49362,0.0,100.0,278.49362,0.0,100.0
50,274.96878,0.0,100.0,274.96878,0.0,100.0
51,271.44394,0.0,100.0,271.44394,0.0,100.0
52,267.91907,0.0,100.0,267.91907,0.0,100.0
53,264.153,0.0,100.0,264.153,0.0,100.0
54,260.33444,0.0,100.0,260.33444,0.0,100.0
55,256.51587,0.0,100.0,256.51587,0.0,100.0
56,252.69728,0.0,100.0,252.69728,0.0,100.0
57,248.8787,0.0,100.0,248.8787,0.0,100.0
58,245.06012,0.0,100.0,245.06012,0.0,100.0
59,241.24153,0.0,100.0,241.24153,0.0,100.0
60,237.42296,0.0,100.0,237.42296,0.0,100.0
61,233.34293,1.0256411,100.0,233.48166,0.0,100.0
62,229.19002,2.0512822,100.0,229.46747,0.0,100.0
63,225.03711,3.0769231,100.0,225.45328,0.0,100.0
64,220.8842,4.1025643,100.0,221.43909,0.0,100.0
65,216.55844,5.1282053,100.0,217.25206,0.0,100.0
66,212.08656,6.1538463,100.0,212.9189,0.0,100.0
67,207.61469,7.179487,100.0,208.58574,0.0,100.0
68,203.14279,8.205129,100.0,204.25258,0.0,100.0
69,198.67091,9.230769,100.0,199.91942,0.0,100.0
70,194.1514,10.256411,100.0,195.53862,0.0,100.0
71,192.08493,11.282051,100.0,193.61087,0.0,100.0
72,190.3629,12.307693,100.0,192.02756,0.0,100.0
73,188.64087,13.333333,100.0,190.44426,0.0,100.0
74,186.91884,14.358974,100.0,188.86096,0.0,100.0
75,185.16356,15.384615,100.0,187.24438,0.0,100.0
76,183.39185,16.410257,100.0,185.6114,0.0,100.0
77,181.62013,17.435898,100.0,183.97841,0.0,100.0
78,179.84842,18.461538,100.0,182.34543,0.0,100.0
79,178.08174,19.487179,100.0,180.71747,1.0993146,100.0
80,176.31642,20.512821,100.0,179.09087,2.4935482,100.0
81,174.55109,21.538462,100.0,177.46425,3.8877819,100.0
82,172.73929,22.564102,100.0,175.79118,5.3218493,100.0
83,170.91756,23.589743,100.0,174.10817,6.7644315,100.0
84,169.09581,24.615385,100.0,172.42516,8.207014,100.0
85,167.2719,25.641026,92.70525,170.73996,9.651467,92.70525
86,165.43295,26.666666,35.17894,169.03973,11.1088,35.17894
87,163.82732,27.692308,0.0,167.57281,12.939796,0.0
88,162.58896,28.717949,0.0,166.47318,15.359008,0.0
89,161.35036,29.74359,0.0,165.3733,17.778736,0.0
90,160.10225,30.76923,0.0,164.26392,20.21937,0.0
91,158.85416,31.794872,0.0,163.15454,22.660006,0.0
92,158.07933,32.820515,0.0,162.51843,23.0,0.0
93,157.37933,33.846153,0.0,161.95717,23.0,0.0
94,156.67702,34.871796,0.0,161.39357,23.0,0.0
95,155.9747,35.897434,0.0,160.82997,23.0,0.0
96,155.27237,36.923077,0.0,160.26637,23.0,0.0
97,154.96564,37.94872,0.0,160.09836,27.426455,0.0
98,155.01323,38.974358,0.0,160.28468,35.810623,0.0
99,155.06082,40.0,0.0,160.471,44.19479,0.0
