Step,Speed_A,Throttle_A,Brake_A,Speed_B,Throttle_B,Brake_B
0,192.9694,100.0,0.0,192.9694,100.0,0.0
1,194.34608,100.0,0.0,194.34608,100.0,0.0
2,195.70523,100.0,0.0,195.70523,100.0,0.0
3,197.04851,100.0,0.0,197.04851,100.0,0.0
4,198.39178,100.0,0.0,198.39178,100.0,0.0
5,199.73508,100.0,0.0,199.73508,100.0,0.0
6,201.04381,100.0,0.0,201.04381,100.0,0.0
7,201.79483,100.0,0.0,201.79483,100.0,0.0
8,202.54585,100.0,0.0,202.54585,100.0,0.0
9,203.29688,100.0,0.0,203.29688,100.0,0.0
10,204.0479,100.0,0.0,204.0479,100.0,0.0
11,204.79892,100.0,0.0,204.79892,100.0,0.0
12,205.53674,100.0,0.0,205.53674,100.0,0.0
13,206.27142,100.0,0.0,206.27142,100.0,0.0
14,207.00807,100.0,0.0,207.00807,100.0,0.0
15,207.97261,100.0,0.0,207.97261,100.0,0.0
16,208.92706,100.0,0.0,208.92706,100.0,0.0
17,209.88152,100.0,0.0,209.88152,100.0,0.0
18,210.83597,100.0,0.0,210.83597,100.0,0.0
19,211.79042,100.0,0.0,211.79042,100.0,0.0
20,212.74486,100.0,0.0,212.74486,100.0,0.0
21,213.70316,100.0,0.0,213.70316,100.0,0.0
22,214.6618,100.0,0.0,214.6618,100.0,0.0
23,214.56027,100.0,0.0,214.56027,94.50331,0.0
24,213.88084,100.0,0.0,213.88084,86.010574,0.0
25,213.20143,100.0,0.0,213.20143,77.517845,0.0
26,212.522,100.0,0.0,212.522,69.02511,0.0
27,211.81888,100.0,0.0,211.81888,60.235977,12.701483
28,211.11568,100.0,0.0,211.11568,51.44597,25.440626
29,210.41248,100.0,0.0,210.41248,42.65596,38.179768
30,235.28564,100.0,0.0,209.70927,33.86595,50.91891
31,234.58244,100.0,0.0,209.00607,25.075941,63.658054
32,233.87926,100.0,0.0,208.30287,16.285933,76.3972
33,233.17606,100.0,0.0,207.59967,7.495924,89.136345
34,232.10475,100.0,0.0,206.52837,0.0,100.0
35,228.90123,100.0,0.0,203.32484,0.0,100.0
36,225.61794,0.0,100.0,200.04156,0.0,100.0
37,222.33005,0.0,100.0,196.75368,0.0,100.0
38,219.04216,0.0,100.0,193.46579,0.0,100.0
39,216.19717,0.0,100.0,190.6208,0.0,100.0
40,213.42528,0.0,100.0,187.8489,0.0,100.0
41,210.6534,0.0,100.0,185.07703,0.0,100.0
42,207.80215,0.0,100.0,182.22578,0.0,100.0
43,204.90944,0.0,100.0,179.33307,0.0,100.0
44,202.49231,0.0,100.0,176.91594,0.0,100.0
45,200.1404,0.0,100.0,174.56403,0.0,100.0
46,197.78848,0.0,100.0,172.21211,0.0,100.0
47,169.8602,0.0,100.0,169.8602,0.0,100.0
48,167.50827,0.0,100.0,167.50827,0.0,100.0
49,165.15636,0.0,100.0,165.15636,0.0,100.0
50,163.4252,0.0,100.0,163.4252,0.0,100.0
51,162.29253,0.0,100.0,162.29253,0.0,100.0
52,161.14128,0.0,100.0,161.14128,0.0,100.0
53,159.99004,0.0,100.0,159.99004,0.0,100.0
54,158.83879,0.0,100.0,158.83879,0.0,100.0
55,157.68755,0.0,100.0,157.68755,0.0,100.0
56,156.42903,0.0,100.0,156.42903,0.3806429,100.0
57,155.01147,0.0,100.0,155.01147,1.3256873,100.0
58,153.58842,0.0,100.0,153.58842,2.2743828,89.87589
59,152.14372,0.0,100.0,152.14372,3.237518,39.712605
60,150.74379,0.0,100.0,150.74379,4.0732036,0.0
61,149.51396,0.0,100.0,149.51396,4.424582,0.0
62,148.28108,0.0,100.0,148.28108,4.7768326,0.0
63,147.01884,0.0,100.0,147.01884,5.1374717,0.0
64,145.7566,0.0,100.0,145.7566,5.498111,0.0
65,144.49437,0.0,100.0,144.49437,5.85875,0.0
66,137.59248,0.0,100.0,143.34723,6.1305556,0.0
67,136.51942,1.8181819,100.0,142.27417,6.345167,0.0
68,135.44002,3.6363637,100.0,141.19476,6.561048,0.0
69,134.35619,5.4545455,100.0,140.11093,6.7778144,0.0
70,133.27235,7.2727275,100.0,139.0271,6.9945807,0.0
71,132.92781,9.090909,100.0,138.68256,8.587224,0.0
72,132.60223,10.909091,100.0,138.35696,10.215146,0.0
73,132.27524,12.727273,100.0,138.02998,11.850114,0.0
74,131.97804,14.545455,100.0,137.73279,15.74099,0.0
75,131.68387,16.363636,100.0,137.43861,19.85951,0.0
76,131.3897,18.181818,100.0,137.14442,23.978033,0.0
77,131.0955,20.0,100.0,136.85025,28.096554,0.0
78,130.80133,21.818182,100.0,136.55606,32.215073,0.0
79,130.50731,23.636364,100.0,136.26205,36.33134,0.0
80,130.27373,25.454546,100.0,136.02847,40.0,0.0
81,130.5365,27.272728,100.0,136.29124,40.0,0.0
82,130.79927,29.09091,100.0,136.55402,40.0,0.0
83,131.06204,30.90909,100.0,136.81679,40.0,0.0
84,131.34398,32.727272,100.0,137.09871,40.740345,0.0
85,131.6697,34.545456,100.0,137.42442,43.183216,0.0
86,131.9954,36.363636,100.0,137.75015,45.62609,0.0
87,132.3205,38.18182,100.0,138.07523,48.064213,0.0
88,132.64215,40.0,100.0,138.39688,50.47666,0.0
89,132.9638,41.81818,100.0,138.71855,52.889107,0.0
90,133.34445,43.636364,100.0,139.0992,55.257908,0.0
91,134.13802,45.454544,100.0,139.89275,57.32116,0.0
92,134.93156,47.272728,100.0,140.68631,59.38441,0.0
93,135.71982,49.090908,100.0,141.47455,61.433838,0.0
94,136.49568,50.909092,100.0,142.25043,63.45109,0.0
95,137.27155,52.727272,100.0,143.02629,65.468346,0.0
96,138.04741,54.545456,100.0,143.80215,67.4856,0.0
97,139.2835,56.363636,100.0,145.03824,69.483185,0.0
98,140.67372,58.18182,100.0,146.42847,71.46923,0.0
99,142.06395,60.0,100.0,147.8187,73.45528,0.0
