Step,Speed_A,Throttle_A,Brake_A,Speed_B,Throttle_B,Brake_B
0,287.20383,100.0,0.0,287.20383,100.0,0.0
1,287.28195,100.0,0.0,287.28195,100.0,0.0
2,287.36008,100.0,0.0,287.36008,100.0,0.0
3,287.43823,100.0,0.0,287.43823,100.0,0.0
4,287.51636,100.0,0.0,287.51636,100.0,0.0
5,287.59448,100.0,0.0,287.59448,100.0,0.0
6,287.67264,100.0,0.0,287.67264,100.0,0.0
7,287.75076,100.0,0.0,287.75076,100.0,0.0
8,287.8289,100.0,0.0,287.8289,100.0,0.0
9,287.90695,100.0,0.0,287.90695,100.0,0.0
10,287.9847,100.0,0.0,287.9847,100.0,0.0
11,288.0554,100.0,0.0,288.0554,100.0,0.0
12,288.12436,100.0,0.0,288.12436,100.0,0.0
13,288.1933,100.0,0.0,288.1933,100.0,0.0
14,288.26224,100.0,0.0,288.26224,100.0,0.0
15,288.3312,100.0,0.0,288.3312,100.0,0.0
16,288.40015,100.0,0.0,288.40015,100.0,0.0
17,288.46912,100.0,0.0,288.46912,100.0,0.0
18,288.53806,100.0,0.0,288.53806,100.0,0.0
19,288.607,100.0,0.0,288.607,100.0,0.0
20,288.67596,100.0,0.0,288.67596,100.0,0.0
21,288.7449,100.0,0.0,288.7449,100.0,0.0
22,288.81384,100.0,0.0,288.81384,100.0,0.0
23,288.8828,100.0,0.0,288.8828,100.0,0.0
24,288.95175,100.0,0.0,288.95175,100.0,0.0
25,288.49643,100.0,0.0,288.49643,97.03782,2.962185
26,286.88928,100.0,0.0,286.88928,87.58403,12.415966
27,285.28214,100.0,0.0,285.28214,78.13025,21.869747
28,283.675,100.0,0.0,283.675,68.67647,31.32353
29,282.06787,100.0,0.0,282.06787,59.22269,40.77731
30,296.4489,100.0,0.0,280.46072,49.76891,50.23109
31,294.84177,100.0,0.0,278.85358,40.315125,59.684875
32,293.23465,100.0,0.0,277.24643,30.861345,69.13866
33,291.6275,100.0,0.0,275.63928,21.407562,78.59244
34,290.02036,0.0,100.0,274.03214,11.953781,88.04622
35,288.4132,0.0,100.0,272.425,2.5,97.5
36,285.43634,0.0,100.0,269.44812,0.0,100.0
37,281.967,0.0,100.0,265.97882,0.0,100.0
38,278.4977,0.0,100.0,262.5095,0.0,100.0
39,275.02838,0.0,100.0,259.0402,0.0,100.0
40,271.55908,0.0,100.0,255.57086,0.0,100.0
41,267.98972,0.0,100.0,252.0015,0.0,100.0
42,264.1861,0.0,100.0,248.19789,0.0,100.0
43,260.3825,0.0,100.0,244.39429,0.0,100.0
44,256.57892,0.0,100.0,240.5907,0.0,100.0
45,236.7871,0.0,100.0,236.7871,0.0,100.0
46,232.98349,0.0,100.0,232.98349,0.0,100.0
47,229.16556,0.0,100.0,229.16556,0.0,100.0
48,225.58858,0.0,100.0,225.58858,0.0,100.0
49,223.30286,0.0,100.0,223.30286,0.0,100.0
50,221.01714,0.0,100.0,221.01714,0.0,100.0
51,218.73143,0.0,100.0,218.73143,0.0,100.0
52,216.44571,0.0,100.0,216.44571,0.0,100.0
53,214.16,0.0,100.0,214.16,0.0,100.0
54,211.87428,0.0,100.0,211.87428,0.0,100.0
55,209.51378,0.0,100.0,209.51378,0.0,100.0
56,206.8125,0.0,100.0,206.8125,0.0,100.0
57,204.11124,0.0,100.0,204.11124,0.0,100.0
58,201.38785,0.0,100.0,201.38785,0.0,100.0
59,198.61092,0.0,100.0,198.61092,0.0,100.0
60,195.93529,0.0,100.0,195.93529,0.0,100.0
61,193.28824,0.0,100.0,193.28824,0.0,100.0
62,190.64117,0.0,100.0,190.64117,0.0,100.0
63,187.99411,0.0,100.0,187.99411,0.0,100.0
64,178.8819,0.0,100.0,185.90053,0.36648995,100.0
65,177.12119,1.7142857,100.0,184.13982,0.95339555,100.0
66,175.36046,3.4285715,100.0,182.37909,1.5403011,100.0
67,173.59975,5.142857,100.0,180.61838,2.1272068,100.0
68,171.83904,6.857143,100.0,178.85767,2.7141123,100.0
69,170.07611,8.571428,100.0,177.09474,3.3017533,100.0
70,168.30257,10.285714,100.0,175.32121,3.8929312,100.0
71,167.98137,12.0,100.0,175.0,4.5041428,100.0
72,167.98137,13.714286,100.0,175.0,5.119786,100.0
73,167.98137,15.428572,100.0,175.0,5.7354283,100.0
74,167.98137,17.142857,100.0,175.0,6.352744,77.054245
75,167.98137,18.857143,100.0,175.0,6.9737787,3.1216006
76,166.97482,20.571428,100.0,173.99345,7.8627496,0.0
77,165.9239,22.285715,100.0,172.94255,8.763532,0.0
78,164.85703,24.0,100.0,171.87566,9.678005,0.0
79,163.77309,25.714285,100.0,170.79173,10.60709,0.0
80,162.68916,27.428572,100.0,169.7078,11.536175,0.0
81,161.60522,29.142857,100.0,168.62387,12.4652605,0.0
82,160.41129,30.857143,100.0,167.42992,14.045153,0.0
83,159.06816,32.57143,100.0,166.08679,16.507553,0.0
84,157.67743,34.285713,100.0,164.69606,19.05722,0.0
85,156.28645,36.0,100.0,163.30508,21.607332,0.0
86,154.8955,37.714287,100.0,161.91412,24.157444,0.0
87,153.50452,39.42857,100.0,160.52315,26.707554,0.0
88,152.11354,41.142857,100.0,159.13219,29.257666,0.0
89,150.71729,42.857143,100.0,157.73592,31.817476,0.0
90,149.31985,44.57143,100.0,156.33849,34.379436,0.0
91,148.98137,46.285713,100.0,156.0,38.075047,0.0
92,148.98137,48.0,100.0,156.0,42.133026,0.0
93,148.98137,49.714287,100.0,156.0,46.16266,0.0
94,148.98137,51.42857,100.0,156.0,50.190685,0.0
95,148.98137,53.142857,100.0,156.0,54.218716,0.0
96,149.23555,54.857143,100.0,156.25418,57.525063,0.0
97,149.69124,56.57143,100.0,156.70987,60.25924,0.0
98,150.14694,58.285713,100.0,157.16557,62.993416,0.0
99,150.60263,60.0,100.0,157.62126,65.72759,0.0
