Step,Speed_A,Throttle_A,Brake_A,Speed_B,Throttle_B,Brake_B
0,329.4176,100.0,0.0,329.4176,100.0,0.0
1,329.55392,100.0,0.0,329.55392,100.0,0.0
2,329.69028,100.0,0.0,329.69028,100.0,0.0
3,329.82663,100.0,0.0,329.82663,100.0,0.0
4,329.96298,100.0,0.0,329.96298,100.0,0.0
5,329.93347,100.0,0.0,329.93347,100.0,0.0
6,329.84213,100.0,0.0,329.84213,100.0,0.0
7,329.7508,100.0,0.0,329.7508,100.0,0.0
8,329.65945,100.0,0.0,329.65945,100.0,0.0
9,329.56815,100.0,0.0,329.56815,100.0,0.0
10,329.47684,100.0,0.0,329.47684,100.0,0.0
11,329.3858,100.0,0.0,329.3858,100.0,0.0
12,329.29477,100.0,0.0,329.29477,100.0,0.0
13,329.20374,100.0,0.0,329.20374,100.0,0.0
14,329.1127,100.0,0.0,329.1127,100.0,0.0
15,329.02167,100.0,0.0,329.02167,100.0,0.0
16,329.0,100.0,0.0,329.0,99.79333,0.0
17,329.0,100.0,0.0,329.0,99.52208,0.0
18,329.0,100.0,0.0,329.0,99.25084,0.0
19,329.0,100.0,0.0,329.0,98.97959,0.0
20,329.0,100.0,0.0,329.0,98.70834,0.0
21,329.0,100.0,0.0,329.0,98.4371,0.0
22,329.0,100.0,0.0,329.0,98.165855,0.0
23,329.0,100.0,0.0,329.0,97.89461,0.0
24,329.0,100.0,0.0,329.0,97.62337,0.0
25,329.0,100.0,0.0,329.0,97.35212,0.0
26,329.0,100.0,0.0,329.0,97.08088,0.0
27,329.0,100.0,0.0,329.0,96.80963,0.0
28,329.0,100.0,0.0,329.0,96.53838,0.0
29,329.0,100.0,0.0,329.0,96.25805,42.476242
30,340.0,100.0,0.0,328.77084,95.55106,100.0
31,340.0,100.0,0.0,326.3339,90.77659,100.0
32,340.0,100.0,0.0,323.8969,86.00211,100.0
33,340.0,100.0,0.0,321.45993,81.22764,100.0
34,340.0,100.0,0.0,319.02298,76.453156,100.0
35,340.0,100.0,0.0,316.586,71.67868,100.0
36,340.0,100.0,0.0,314.1318,66.87048,100.0
37,337.56583,100.0,0.0,311.41705,61.551754,100.0
38,334.85104,100.0,0.0,308.70227,56.233025,100.0
39,332.1363,0.0,100.0,305.98752,50.91429,100.0
40,329.4215,0.0,100.0,303.27274,45.595562,100.0
41,326.70676,0.0,100.0,300.55795,40.27683,100.0
42,323.99197,0.0,100.0,297.8432,34.9581,100.0
43,321.27722,0.0,100.0,295.12842,29.639368,100.0
44,318.56244,0.0,100.0,292.41367,24.320637,100.0
45,315.8477,0.0,100.0,289.69888,19.001905,100.0
46,313.1329,0.0,100.0,286.98413,13.683174,100.0
47,310.41815,0.0,100.0,284.26935,8.364443,100.0
48,307.70337,0.0,100.0,281.5546,3.0457122,100.0
49,304.6424,0.0,100.0,278.49362,0.0,100.0
50,274.96878,0.0,100.0,274.96878,0.0,100.0
51,271.44394,0.0,100.0,271.44394,0.0,100.0
52,267.91907,0.0,100.0,267.91907,0.0,100.0
53,264.153,0.0,100.0,264.153,0.0,100.0
54,260.33444,0.0,100.0,260.33444,0.0,100.0
55,256.51587,0.0,100.0,256.51587,0.0,100.0
56,252.69728,0.0,100.0,252.69728,0.0,100.0
57,248.8787,0.0,100.0,248.8787,0.0,100.0
58,245.06012,0.0,100.0,245.06012,0.0,100.0
59,241.24153,0.0,100.0,241.24153,0.0,100.0
60,237.42296,0.0,100.0,237.42296,0.0,100.0
61,233.48166,0.0,100.0,233.48166,0.0,100.0
62,229.46747,0.0,100.0,229.46747,0.0,100.0
63,225.45328,0.0,100.0,225.45328,0.0,100.0
64,221.43909,0.0,100.0,221.43909,0.0,100.0
65,217.25206,0.0,100.0,217.25206,0.0,100.0
66,212.9189,0.0,100.0,212.9189,0.0,100.0
67,208.58574,0.0,100.0,208.58574,0.0,100.0
68,204.25258,0.0,100.0,204.25258,0.0,100.0
69,193.43997,0.0,100.0,199.91942,0.0,100.0
70,189.05917,2.0,100.0,195.53862,0.0,100.0
71,187.13142,4.0,100.0,193.61087,0.0,100.0
72,185.54813,6.0,100.0,192.02756,0.0,100.0
73,183.96481,8.0,100.0,190.44426,0.0,100.0
74,182.38152,10.0,100.0,188.86096,0.0,100.0
75,180.76495,12.0,100.0,187.24438,0.0,100.0
76,179.13196,14.0,100.0,185.6114,0.0,100.0
77,177.49896,16.0,100.0,183.97841,0.0,100.0
78,175.86598,18.0,100.0,182.34543,0.0,100.0
79,174.23802,20.0,100.0,180.71747,1.0993146,100.0
80,172.61142,22.0,100.0,179.09087,2.4935482,100.0
81,170.98482,24.0,100.0,177.46425,3.8877819,100.0
82,169.31174,26.0,100.0,175.79118,5.3218493,100.0
83,167.62872,28.0,100.0,174.10817,6.7644315,100.0
84,165.94571,30.0,100.0,172.42516,8.207014,100.0
85,164.26051,32.0,100.0,170.73996,9.651467,92.70525
86,162.56029,34.0,100.0,169.03973,11.1088,35.17894
87,161.09338,36.0,100.0,167.57281,12.939796,0.0
88,159.99373,38.0,100.0,166.47318,15.359008,0.0
89,158.89386,40.0,100.0,165.3733,17.778736,0.0
90,157.78448,42.0,100.0,164.26392,20.21937,0.0
91,156.6751,44.0,100.0,163.15454,22.660006,0.0
92,156.039,46.0,100.0,162.51843,23.0,0.0
93,155.47772,48.0,100.0,161.95717,23.0,0.0
94,154.91414,50.0,100.0,161.39357,23.0,0.0
95,154.35054,52.0,100.0,160.82997,23.0,0.0
96,153.78694,54.0,100.0,160.26637,23.0,0.0
97,153.61893,56.0,100.0,160.09836,27.426455,0.0
98,153.80524,58.0,100.0,160.28468,35.810623,0.0
99,153.99155,60.0,100.0,160.471,44.19479,0.0
